ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
283 855 480 000.00,1.3300%,200 613 040 000.00,0.9400%,0.00,0.0000%,0.00,0.0000%,83 242 440 000.00,0.3900%
305 513 830 000.00,1.3500%,217 898 120 000.00,0.9600%,0.00,0.0000%,0.00,0.0000%,87 615 710 000.00,0.3900%
287 793 970 000.00,1.3400%,193 084 170 000.00,0.9000%,0.00,0.0000%,0.00,0.0000%,94 709 800 000.00,0.4400%
250 167 090 000.00,1.0800%,163 624 090 000.00,0.7100%,0.00,0.0000%,0.00,0.0000%,86 543 000 000.00,0.3700%
547 902 470 000.00,2.0000%,407 005 120 000.00,1.4800%,0.00,0.0000%,0.00,0.0000%,140 897 350 000.00,0.5100%
401 348 580 000.00,1.2400%,347 154 580 000.00,1.0700%,0.00,0.0000%,0.00,0.0000%,54 194 000 000.00,0.1700%
673 762 000 000.00,1.8300%,567 476 000 000.00,1.5500%,0.00,0.0000%,0.00,0.0000%,106 286 000 000.00,0.2900%
637 995 890 000.00,1.6000%,520 114 700 000.00,1.3000%,0.00,0.0000%,0.00,0.0000%,117 881 190 000.00,0.3000%
985 000 000.00,0.2326%,586 000 000.00,0.1384%,0.00,0.0000%,0.00,0.0000%,399 000 000.00,0.0942%
1 099 600 000.00,0.2495%,597 400 000.00,0.1355%,0.00,0.0000%,0.00,0.0000%,502 200 000.00,0.1139%
1 290 900 000.00,0.2723%,827 800 000.00,0.1746%,0.00,0.0000%,0.00,0.0000%,463 100 000.00,0.0977%
1 270 400 000.00,0.2499%,784 100 000.00,0.1542%,0.00,0.0000%,0.00,0.0000%,486 300 000.00,0.0957%
471 370 000.00,2.3800%,403 870 000.00,2.0400%,20 430 000.00,0.1000%,0.00,0.0000%,47 070 000.00,0.2400%
483 970 000.00,2.2000%,404 870 000.00,1.8400%,28 420 000.00,0.1300%,170 000.00,0.0000%,50 520 000.00,0.2300%
515 360 000.00,2.1100%,434 510 000.00,1.7800%,26 640 000.00,0.1100%,170 000.00,0.0000%,54 040 000.00,0.2200%
531 910 000.00,1.9900%,443 500 000.00,1.6600%,27 230 000.00,0.1000%,170 000.00,0.0000%,61 010 000.00,0.2300%
588 350 000.00,2.0600%,499 930 000.00,1.7500%,27 710 000.00,0.1000%,130 000.00,0.0000%,60 580 000.00,0.2100%
736 470 000.00,2.3300%,616 540 000.00,1.9500%,41 320 000.00,0.1300%,170 000.00,0.0000%,78 430 000.00,0.2500%
715 940 000.00,2.0800%,582 590 000.00,1.7000%,52 460 000.00,0.1500%,200 000.00,0.0000%,80 690 000.00,0.2400%
879 750 000.00,2.3600%,695 980 000.00,1.8600%,100 610 000.00,0.2700%,1 730 000.00,0.0100%,81 430 000.00,0.2200%
1 072 520 000.00,2.5900%,874 100 000.00,2.1100%,115 230 000.00,0.2800%,1 770 000.00,0.0000%,81 420 000.00,0.2000%
1 216 570 000.00,2.6400%,1 012 780 000.00,2.1900%,119 900 000.00,0.2600%,1 770 000.00,0.0000%,82 120 000.00,0.1800%
1 268 390 000.00,2.5100%,1 050 990 000.00,2.0800%,121 100 000.00,0.2400%,1 800 000.00,0.0000%,94 500 000.00,0.1900%
1 352 700 000.00,2.4000%,1 095 130 000.00,1.9400%,147 900 000.00,0.2600%,3 030 000.00,0.0100%,106 630 000.00,0.1900%
1 433 680 000.00,2.2700%,1 125 870 000.00,1.7800%,153 500 000.00,0.2400%,30 440 000.00,0.0500%,123 870 000.00,0.2000%
1 516 150 000.00,2.2100%,1 200 390 000.00,1.7500%,150 800 000.00,0.2200%,28 600 000.00,0.0400%,136 360 000.00,0.2000%
1 379 620 000.00,2.1500%,1 072 900 000.00,1.6700%,151 020 000.00,0.2400%,30 940 000.00,0.0500%,124 750 000.00,0.2000%
1 398 500 000.00,2.0300%,1 077 030 000.00,1.5700%,152 270 000.00,0.2200%,41 480 000.00,0.0600%,127 720 000.00,0.1900%
1 431 290 000.00,1.9900%,1 114 030 000.00,1.5500%,155 460 000.00,0.2200%,27 620 000.00,0.0400%,134 180 000.00,0.1900%
1 411 900 000.00,1.9200%,1 089 950 000.00,1.4800%,161 900 000.00,0.2200%,26 600 000.00,0.0400%,133 450 000.00,0.1800%
1 454 160 000.00,1.9500%,1 099 980 000.00,1.4800%,174 220 000.00,0.2300%,33 880 000.00,0.0500%,146 080 000.00,0.2000%
1 534 300 000.00,2.0100%,1 175 740 000.00,1.5400%,171 840 000.00,0.2300%,35 660 000.00,0.0500%,151 060 000.00,0.2000%
1 577 700 000.00,1.9700%,1 229 530 000.00,1.5300%,175 270 000.00,0.2200%,30 560 000.00,0.0400%,142 350 000.00,0.1800%
1 647 150 000.00,2.0300%,1 300 560 000.00,1.6000%,169 540 000.00,0.2100%,31 630 000.00,0.0400%,145 420 000.00,0.1800%
1 679 820 000.00,1.9800%,1 328 940 000.00,1.5700%,171 110 000.00,0.2000%,29 550 000.00,0.0400%,150 220 000.00,0.1800%
1 744 300 000.00,1.9400%,1 394 020 000.00,1.5500%,172 330 000.00,0.1900%,22 930 000.00,0.0300%,155 030 000.00,0.1700%
1 933 870 000.00,2.0500%,1 559 870 000.00,1.6500%,191 160 000.00,0.2000%,28 880 000.00,0.0300%,153 960 000.00,0.1600%
1 859 880 000.00,1.9900%,1 480 910 000.00,1.5900%,213 170 000.00,0.2300%,35 350 000.00,0.0400%,130 450 000.00,0.1400%
1 910 530 000.00,1.9400%,1 518 050 000.00,1.5400%,230 070 000.00,0.2300%,32 040 000.00,0.0300%,130 380 000.00,0.1300%
428 490 000.00,4.0600%,403 430 000.00,3.8200%,6 390 000.00,0.0600%,600 000.00,0.0100%,18 080 000.00,0.1700%
513 530 000.00,4.2300%,487 890 000.00,4.0200%,3 980 000.00,0.0300%,820 000.00,0.0100%,20 840 000.00,0.1700%
630 800 000.00,4.5600%,573 540 000.00,4.1400%,32 370 000.00,0.2300%,1 940 000.00,0.0100%,22 950 000.00,0.1700%
813 110 000.00,5.3000%,705 050 000.00,4.5900%,67 730 000.00,0.4400%,2 050 000.00,0.0100%,38 270 000.00,0.2500%
749 360 000.00,4.3500%,629 900 000.00,3.6600%,62 190 000.00,0.3600%,3 270 000.00,0.0200%,54 010 000.00,0.3100%
562 060 000.00,2.9800%,452 630 000.00,2.4000%,36 380 000.00,0.1900%,4 210 000.00,0.0200%,68 840 000.00,0.3700%
686 170 000.00,3.2500%,566 040 000.00,2.6800%,36 780 000.00,0.1700%,5 170 000.00,0.0200%,78 180 000.00,0.3700%
767 070 000.00,3.2600%,621 350 000.00,2.6400%,49 050 000.00,0.2100%,14 100 000.00,0.0600%,82 570 000.00,0.3500%
848 930 000.00,3.3100%,646 740 000.00,2.5300%,81 270 000.00,0.3200%,16 350 000.00,0.0600%,104 580 000.00,0.4100%
920 260 000.00,3.3300%,696 920 000.00,2.5200%,78 540 000.00,0.2800%,14 240 000.00,0.0500%,130 550 000.00,0.4700%
932 630 000.00,3.2000%,699 410 000.00,2.4000%,80 980 000.00,0.2800%,25 010 000.00,0.0900%,127 230 000.00,0.4400%
946 530 000.00,3.0100%,718 920 000.00,2.2800%,68 490 000.00,0.2200%,23 840 000.00,0.0800%,135 280 000.00,0.4300%
1 044 560 000.00,2.9800%,797 420 000.00,2.2700%,61 020 000.00,0.1700%,29 640 000.00,0.0900%,156 480 000.00,0.4500%
1 115 740 000.00,2.9400%,870 230 000.00,2.3000%,61 830 000.00,0.1600%,31 450 000.00,0.0800%,152 240 000.00,0.4000%
1 305 730 000.00,3.6000%,1 096 330 000.00,3.0200%,56 360 000.00,0.1600%,28 300 000.00,0.0800%,124 740 000.00,0.3400%
1 348 440 000.00,3.7100%,1 130 100 000.00,3.1100%,58 910 000.00,0.1600%,32 970 000.00,0.0900%,126 470 000.00,0.3500%
1 365 540 000.00,3.6900%,1 146 930 000.00,3.1000%,56 900 000.00,0.1500%,35 690 000.00,0.1000%,126 020 000.00,0.3400%
1 484 340 000.00,4.0900%,1 241 740 000.00,3.4300%,81 140 000.00,0.2200%,37 560 000.00,0.1000%,123 900 000.00,0.3400%
1 638 940 000.00,4.5000%,1 329 960 000.00,3.6500%,129 080 000.00,0.3500%,40 510 000.00,0.1100%,139 380 000.00,0.3800%
1 671 280 000.00,4.4400%,1 357 800 000.00,3.6100%,127 730 000.00,0.3400%,40 770 000.00,0.1100%,144 980 000.00,0.3900%
1 785 590 000.00,4.6000%,1 451 100 000.00,3.7400%,142 450 000.00,0.3700%,44 690 000.00,0.1200%,147 360 000.00,0.3800%
1 875 360 000.00,4.6400%,1 532 380 000.00,3.7900%,150 360 000.00,0.3700%,42 770 000.00,0.1100%,149 840 000.00,0.3700%
1 903 990 000.00,4.4300%,1 552 330 000.00,3.6100%,151 760 000.00,0.3500%,41 530 000.00,0.1000%,158 370 000.00,0.3700%
1 883 970 000.00,4.1100%,1 522 790 000.00,3.3200%,150 900 000.00,0.3300%,42 640 000.00,0.0900%,167 650 000.00,0.3700%
1 938 550 000.00,3.9900%,1 553 040 000.00,3.2000%,150 630 000.00,0.3100%,44 120 000.00,0.0900%,190 760 000.00,0.3900%
1 715 670 000.00,3.6500%,1 354 760 000.00,2.8800%,137 450 000.00,0.2900%,43 820 000.00,0.0900%,179 650 000.00,0.3800%
1 809 600 000.00,3.4700%,1 434 470 000.00,2.7500%,141 990 000.00,0.2700%,37 270 000.00,0.0700%,195 870 000.00,0.3800%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
181 650 000.00,3.4100%,0.00,0.0000%,0.00,0.0000%,181 650 000.00,3.4100%,0.00,0.0000%
194 830 000.00,3.2400%,0.00,0.0000%,0.00,0.0000%,194 830 000.00,3.2400%,0.00,0.0000%
167 670 000.00,2.5800%,0.00,0.0000%,0.00,0.0000%,167 670 000.00,2.5800%,0.00,0.0000%
244 490 000.00,3.3800%,0.00,0.0000%,0.00,0.0000%,244 490 000.00,3.3800%,0.00,0.0000%
378 270 000.00,4.6500%,0.00,0.0000%,0.00,0.0000%,378 270 000.00,4.6500%,0.00,0.0000%
422 970 000.00,4.8500%,0.00,0.0000%,0.00,0.0000%,422 970 000.00,4.8500%,0.00,0.0000%
422 060 000.00,4.5000%,0.00,0.0000%,0.00,0.0000%,422 060 000.00,4.5000%,0.00,0.0000%
494 490 000.00,5.0200%,0.00,0.0000%,0.00,0.0000%,494 490 000.00,5.0200%,0.00,0.0000%
471 490 000.00,4.5600%,0.00,0.0000%,0.00,0.0000%,471 490 000.00,4.5600%,0.00,0.0000%
581 940 000.00,5.3100%,0.00,0.0000%,0.00,0.0000%,581 940 000.00,5.3100%,0.00,0.0000%
630 380 000.00,5.4400%,0.00,0.0000%,0.00,0.0000%,630 380 000.00,5.4400%,0.00,0.0000%
792 820 000.00,6.1700%,0.00,0.0000%,0.00,0.0000%,792 820 000.00,6.1700%,0.00,0.0000%
621 940 000.00,4.7000%,0.00,0.0000%,0.00,0.0000%,621 940 000.00,4.7000%,0.00,0.0000%
479 170 000.00,3.8000%,0.00,0.0000%,0.00,0.0000%,479 170 000.00,3.8000%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%,0.00,0.0000%
10 907 400 000.00,1.9300%,10 534 500 000.00,1.8700%,0.00,0.0000%,0.00,0.0000%,372 900 000.00,0.0700%
11 511 200 000.00,1.8100%,11 111 000 000.00,1.7500%,0.00,0.0000%,0.00,0.0000%,400 200 000.00,0.0600%
13 293 300 000.00,1.8900%,12 574 600 000.00,1.7900%,0.00,0.0000%,0.00,0.0000%,718 700 000.00,0.1000%
16 053 800 000.00,2.1100%,14 274 200 000.00,1.8700%,0.00,0.0000%,0.00,0.0000%,1 779 600 000.00,0.2300%
17 565 900 000.00,2.1000%,15 791 000 000.00,1.8900%,0.00,0.0000%,0.00,0.0000%,1 774 900 000.00,0.2100%
18 553 100 000.00,1.9600%,16 454 800 000.00,1.7400%,0.00,0.0000%,0.00,0.0000%,2 098 300 000.00,0.2200%
19 188 000 000.00,1.8300%,16 660 300 000.00,1.5900%,0.00,0.0000%,0.00,0.0000%,2 527 700 000.00,0.2400%
20 401 700 000.00,1.6800%,17 364 200 000.00,1.4300%,0.00,0.0000%,0.00,0.0000%,3 037 500 000.00,0.2500%
24 258 800 000.00,1.8300%,18 193 800 000.00,1.3700%,0.00,0.0000%,0.00,0.0000%,6 065 000 000.00,0.4600%
26 748 700 000.00,1.8100%,20 164 400 000.00,1.3700%,0.00,0.0000%,0.00,0.0000%,6 584 300 000.00,0.4500%
31 225 200 000.00,1.9100%,23 756 400 000.00,1.4500%,41 200 000.00,0.0000%,0.00,0.0000%,7 427 600 000.00,0.4500%
34 248 210 000.00,1.8600%,25 646 140 000.00,1.3900%,70 970 000.00,0.0000%,0.00,0.0000%,8 531 100 000.00,0.4600%
40 849 960 000.00,1.9400%,31 431 640 000.00,1.4900%,76 860 000.00,0.0000%,0.00,0.0000%,9 341 460 000.00,0.4400%
39 154 390 000.00,1.6500%,32 910 660 000.00,1.3900%,93 690 000.00,0.0000%,0.00,0.0000%,6 150 050 000.00,0.2600%
45 280 420 000.00,1.8100%,39 331 930 000.00,1.5700%,78 560 000.00,0.0000%,0.00,0.0000%,5 869 930 000.00,0.2300%
57 413 350 000.00,2.0900%,49 937 110 000.00,1.8200%,357 270 000.00,0.0100%,0.00,0.0000%,7 118 960 000.00,0.2600%
67 579 230 000.00,2.2400%,57 737 430 000.00,1.9100%,98 600 000.00,0.0000%,0.00,0.0000%,9 743 200 000.00,0.3200%
74 398 830 000.00,2.2900%,63 273 900 000.00,1.9500%,433 720 000.00,0.0100%,0.00,0.0000%,10 691 210 000.00,0.3300%
81 965 610 000.00,2.3200%,69 698 250 000.00,1.9700%,315 770 000.00,0.0100%,0.00,0.0000%,11 951 600 000.00,0.3400%
88 782 850 000.00,2.3300%,76 393 870 000.00,2.0100%,206 850 000.00,0.0100%,0.00,0.0000%,12 182 130 000.00,0.3200%
111 307 350 000.00,2.7500%,97 952 550 000.00,2.4200%,265 300 000.00,0.0100%,0.00,0.0000%,13 089 510 000.00,0.3200%
116 546 980 000.00,2.6700%,102 920 470 000.00,2.3600%,287 320 000.00,0.0100%,0.00,0.0000%,13 339 190 000.00,0.3100%
129 232 390 000.00,2.7800%,112 441 480 000.00,2.4200%,892 890 000.00,0.0200%,0.00,0.0000%,15 898 020 000.00,0.3400%
137 412 850 000.00,2.8200%,119 209 330 000.00,2.4500%,1 077 690 000.00,0.0200%,0.00,0.0000%,17 125 830 000.00,0.3500%
149 474 740 000.00,2.9400%,129 336 720 000.00,2.5500%,1 085 620 000.00,0.0200%,0.00,0.0000%,19 052 400 000.00,0.3800%
144 987 170 000.00,2.9200%,124 267 700 000.00,2.5000%,1 712 250 000.00,0.0300%,0.00,0.0000%,19 007 220 000.00,0.3800%
nan,nan%,nan,nan%,2 662 040 000.00,0.0500%,0.00,0.0000%,nan,nan%
20 883 822 000.00,1.9371%,17 439 822 000.00,1.6177%,842 000 000.00,0.0781%,30 000 000.00,0.0028%,2 572 000 000.00,0.2386%
20 772 000 000.00,1.8639%,17 165 000 000.00,1.5403%,890 000 000.00,0.0799%,30 000 000.00,0.0027%,2 687 000 000.00,0.2411%
21 401 000 000.00,1.8410%,17 729 000 000.00,1.5251%,916 000 000.00,0.0788%,27 000 000.00,0.0023%,2 729 000 000.00,0.2348%
22 076 000 000.00,1.8338%,18 283 000 000.00,1.5187%,940 000 000.00,0.0781%,27 000 000.00,0.0022%,2 826 000 000.00,0.2347%
18 589 409.00,0.7184%,nan,nan%,nan,nan%,nan,nan%,18 589 409.00,0.7184%
20 897 018.00,0.7671%,nan,nan%,nan,nan%,nan,nan%,20 897 018.00,0.7671%
20 339 522.00,0.7102%,nan,nan%,nan,nan%,nan,nan%,20 339 522.00,0.7102%
20 780 704.00,0.7147%,nan,nan%,nan,nan%,nan,nan%,20 780 704.00,0.7147%
24 810 764.00,0.8295%,nan,nan%,nan,nan%,nan,nan%,24 810 764.00,0.8295%
1 030 000.00,0.0500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 030 000.00,0.0500%
1 570 000.00,0.0700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 570 000.00,0.0700%
3 590 000.00,0.1700%,2 630 000.00,0.1200%,0.00,0.0000%,0.00,0.0000%,960 000.00,0.0400%
6 180 000.00,0.2600%,2 520 000.00,0.1100%,0.00,0.0000%,0.00,0.0000%,3 650 000.00,0.1500%
8 280 000.00,0.3300%,2 460 000.00,0.1000%,0.00,0.0000%,0.00,0.0000%,5 810 000.00,0.2300%
10 440 000.00,0.4100%,2 950 000.00,0.1200%,0.00,0.0000%,0.00,0.0000%,7 490 000.00,0.3000%
9 190 000.00,0.3800%,2 970 000.00,0.1200%,0.00,0.0000%,0.00,0.0000%,6 220 000.00,0.2600%
5 240 000.00,0.2200%,2 720 000.00,0.1100%,0.00,0.0000%,0.00,0.0000%,2 520 000.00,0.1000%
8 170 000.00,0.3100%,3 110 000.00,0.1200%,0.00,0.0000%,0.00,0.0000%,5 060 000.00,0.1900%
9 530 000.00,0.3300%,3 210 000.00,0.1100%,0.00,0.0000%,0.00,0.0000%,6 320 000.00,0.2200%
10 330 000.00,0.3400%,2 780 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%,7 550 000.00,0.2500%
13 740 000.00,0.4000%,3 440 000.00,0.1000%,0.00,0.0000%,0.00,0.0000%,10 300 000.00,0.3000%
15 900 000.00,0.4400%,3 600 000.00,0.1000%,0.00,0.0000%,0.00,0.0000%,12 300 000.00,0.3400%
25 700 000.00,0.6600%,3 600 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%,22 100 000.00,0.5700%
21 400 000.00,0.5700%,4 100 000.00,0.1100%,0.00,0.0000%,0.00,0.0000%,17 300 000.00,0.4600%
21 200 000.00,0.5300%,3 900 000.00,0.1000%,0.00,0.0000%,0.00,0.0000%,17 300 000.00,0.4300%
20 700 000.00,0.4900%,3 900 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%,16 800 000.00,0.4000%
19 400 000.00,0.4500%,3 900 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%,15 500 000.00,0.3600%
21 600 000.00,0.4800%,3 800 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%,17 800 000.00,0.4000%
23 400 000.00,0.5000%,7 600 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%,15 800 000.00,0.3400%
29 800 000.00,0.6100%,14 500 000.00,0.3000%,0.00,0.0000%,0.00,0.0000%,15 300 000.00,0.3100%
39 300 000.00,0.7800%,21 400 000.00,0.4300%,0.00,0.0000%,0.00,0.0000%,17 900 000.00,0.3600%
51 570 000.00,0.9600%,20 670 000.00,0.3800%,0.00,0.0000%,0.00,0.0000%,30 900 000.00,0.5700%
56 610 000.00,1.0200%,20 270 000.00,0.3700%,0.00,0.0000%,0.00,0.0000%,36 340 000.00,0.6500%
66 970 000.00,1.1800%,20 790 000.00,0.3700%,0.00,0.0000%,0.00,0.0000%,46 180 000.00,0.8200%
33 490 000.00,0.8200%,18 410 000.00,0.4500%,0.00,0.0000%,0.00,0.0000%,15 090 000.00,0.3700%
44 550 000.00,0.9800%,19 860 000.00,0.4400%,0.00,0.0000%,0.00,0.0000%,24 680 000.00,0.5400%
50 541 000 000.00,2.6500%,43 270 000 000.00,2.2700%,1 287 000 000.00,0.0700%,0.00,0.0000%,5 984 000 000.00,0.3100%
57 087 000 000.00,2.9200%,48 503 000 000.00,2.4800%,1 676 000 000.00,0.0900%,70 000 000.00,0.0000%,6 838 000 000.00,0.3500%
56 073 000 000.00,2.7400%,47 880 000 000.00,2.3400%,1 611 000 000.00,0.0800%,131 000 000.00,0.0100%,6 451 000 000.00,0.3200%
59 620 000 000.00,2.7700%,51 103 000 000.00,2.3700%,1 509 000 000.00,0.0700%,142 000 000.00,0.0100%,6 866 000 000.00,0.3200%
60 088 000 000.00,2.6500%,51 152 000 000.00,2.2600%,1 539 000 000.00,0.0700%,140 000 000.00,0.0100%,7 257 000 000.00,0.3200%
62 331 390 000.00,2.5900%,52 058 000 000.00,2.1600%,2 520 730 000.00,0.1100%,146 670 000.00,0.0100%,7 606 000 000.00,0.3200%
66 175 590 000.00,2.6400%,56 000 000 000.00,2.2400%,2 390 160 000.00,0.1000%,147 430 000.00,0.0100%,7 638 000 000.00,0.3100%
70 349 980 000.00,2.7100%,59 580 000 000.00,2.2900%,2 471 200 000.00,0.1000%,142 780 000.00,0.0100%,8 156 000 000.00,0.3100%
73 557 780 000.00,2.7200%,62 583 000 000.00,2.3200%,2 434 600 000.00,0.0900%,213 180 000.00,0.0100%,8 327 000 000.00,0.3100%
75 223 100 000.00,2.6600%,63 995 000 000.00,2.2600%,2 232 100 000.00,0.0800%,214 000 000.00,0.0100%,8 782 000 000.00,0.3100%
79 180 020 000.00,2.7000%,65 900 000 000.00,2.2500%,2 098 500 000.00,0.0700%,210 520 000.00,0.0100%,10 971 000 000.00,0.3700%
80 986 840 000.00,2.5900%,66 894 000 000.00,2.1400%,2 094 600 000.00,0.0700%,270 240 000.00,0.0100%,11 728 000 000.00,0.3800%
82 972 040 000.00,2.5000%,67 635 000 000.00,2.0400%,1 919 000 000.00,0.0600%,295 040 000.00,0.0100%,13 123 000 000.00,0.4000%
87 003 250 000.00,2.5500%,69 172 000 000.00,2.0300%,1 490 700 000.00,0.0400%,294 550 000.00,0.0100%,16 046 000 000.00,0.4700%
88 435 680 000.00,2.6500%,70 633 000 000.00,2.1100%,1 233 400 000.00,0.0400%,191 280 000.00,0.0100%,16 378 000 000.00,0.4900%
91 207 530 000.00,2.5500%,73 440 000 000.00,2.0600%,1 196 600 000.00,0.0300%,170 930 000.00,0.0100%,16 400 000 000.00,0.4600%
87 939 350 000.00,2.3600%,70 845 000 000.00,1.9000%,1 166 000 000.00,0.0300%,207 350 000.00,0.0100%,15 721 000 000.00,0.4200%
88 974 690 000.00,2.3800%,72 130 000 000.00,1.9300%,1 025 000 000.00,0.0300%,217 690 000.00,0.0100%,15 602 000 000.00,0.4200%
88 782 930 000.00,2.3200%,71 197 000 000.00,1.8600%,901 000 000.00,0.0200%,182 930 000.00,0.0100%,16 502 000 000.00,0.4300%
86 889 130 000.00,2.1800%,68 956 000 000.00,1.7300%,970 000 000.00,0.0200%,159 130 000.00,0.0000%,16 804 000 000.00,0.4200%
92 895 960 000.00,2.1800%,72 918 000 000.00,1.7100%,1 059 000 000.00,0.0300%,165 960 000.00,0.0000%,18 753 000 000.00,0.4400%
98 264 070 000.00,2.2300%,77 333 000 000.00,1.7500%,1 062 000 000.00,0.0200%,171 070 000.00,0.0000%,19 698 000 000.00,0.4500%
98 853 820 000.00,2.1400%,77 048 000 000.00,1.6700%,1 706 000 000.00,0.0400%,175 820 000.00,0.0000%,19 924 000 000.00,0.4300%
101 064 570 000.00,2.0900%,77 388 270 000.00,1.6000%,2 416 000 000.00,0.0500%,157 300 000.00,0.0000%,21 103 000 000.00,0.4400%
105 598 050 000.00,2.0900%,80 477 330 000.00,1.5900%,2 538 000 000.00,0.0500%,146 720 000.00,0.0000%,22 436 000 000.00,0.4400%
99 722 290 000.00,1.9800%,74 642 000 000.00,1.4800%,2 870 000 000.00,0.0600%,135 290 000.00,0.0000%,22 075 000 000.00,0.4400%
103 090 310 000.00,1.8900%,76 684 000 000.00,1.4100%,3 252 000 000.00,0.0600%,139 310 000.00,0.0000%,23 015 000 000.00,0.4200%
8 165 379 173.75,1.3297%,5 587 373 161.68,0.9099%,203 544 177.50,0.0331%,0.00,0.0000%,2 374 461 834.57,0.3867%
8 342 109 013.78,1.3845%,5 795 057 965.50,0.9618%,188 157 086.61,0.0312%,0.00,0.0000%,2 358 893 961.66,0.3915%
8 768 075 585.76,1.4054%,6 119 649 923.10,0.9809%,192 258 169.77,0.0308%,0.00,0.0000%,2 456 167 492.89,0.3937%
8 641 477 724.62,1.3597%,5 909 809 328.38,0.9299%,193 879 748.57,0.0305%,0.00,0.0000%,2 537 788 647.67,0.3993%
8 766 891 424.97,1.3622%,5 980 563 058.17,0.9292%,193 834 158.35,0.0301%,0.00,0.0000%,2 592 494 208.45,0.4028%
8 727 708 459.56,1.3329%,6 042 843 125.09,0.9229%,202 207 210.85,0.0309%,0.00,0.0000%,2 482 658 123.62,0.3792%
8 884 724 790.94,1.3345%,6 177 358 062.01,0.9279%,193 662 067.91,0.0291%,0.00,0.0000%,2 513 704 661.03,0.3776%
9 133 408 856.68,1.3676%,6 306 106 989.73,0.9443%,200 248 689.73,0.0300%,0.00,0.0000%,2 627 053 177.22,0.3934%
9 486 461 366.53,1.4002%,6 637 768 872.57,0.9797%,257 880 230.26,0.0381%,0.00,0.0000%,2 590 812 263.70,0.3824%
9 635 443 602.31,1.4074%,6 701 816 409.61,0.9789%,260 217 047.21,0.0380%,0.00,0.0000%,2 673 410 145.49,0.3905%
10 099 327 446.38,1.4230%,7 096 626 708.83,0.9999%,272 306 511.68,0.0384%,0.00,0.0000%,2 730 394 225.87,0.3847%
10 203 705 524.99,1.4225%,7 105 701 175.00,0.9906%,271 150 342.87,0.0378%,0.00,0.0000%,2 826 854 007.12,0.3941%
9 810 553 317.22,1.4138%,6 721 442 283.57,0.9686%,266 512 505.26,0.0384%,0.00,0.0000%,2 822 598 528.39,0.4068%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
