ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
5 836 480 000.00,1.6900%,4 483 300 000.00,1.2900%,488 480 000.00,0.1400%,145 000 000.00,0.0400%,2 618 200 000.00,0.7600%
6 230 700 000.00,1.7200%,4 873 600 000.00,1.3400%,494 900 000.00,0.1400%,159 500 000.00,0.0400%,2 662 300 000.00,0.7300%
6 514 300 000.00,1.7300%,5 125 100 000.00,1.3600%,498 700 000.00,0.1300%,140 300 000.00,0.0400%,750 200 000.00,0.2000%
6 393 300 000.00,1.6600%,5 002 100 000.00,1.3000%,491 300 000.00,0.1300%,144 900 000.00,0.0400%,755 000 000.00,0.2000%
6 256 290 000.00,1.5900%,4 845 490 000.00,1.2300%,496 200 000.00,0.1300%,145 700 000.00,0.0400%,768 900 000.00,0.2000%
6 386 580 000.00,1.5900%,4 971 380 000.00,1.2300%,490 900 000.00,0.1200%,134 700 000.00,0.0300%,789 600 000.00,0.2000%
6 749 350 000.00,1.6200%,5 344 450 000.00,1.2800%,503 300 000.00,0.1200%,127 000 000.00,0.0300%,774 600 000.00,0.1900%
7 330 680 000.00,1.7000%,5 961 380 000.00,1.3900%,516 900 000.00,0.1200%,159 000 000.00,0.0400%,693 400 000.00,0.1600%
8 026 010 000.00,1.8000%,6 523 210 000.00,1.4700%,506 200 000.00,0.1100%,142 000 000.00,0.0300%,854 600 000.00,0.1900%
8 367 360 000.00,1.8200%,6 791 460 000.00,1.4800%,527 700 000.00,0.1200%,165 500 000.00,0.0400%,882 700 000.00,0.1900%
8 177 470 000.00,1.7100%,6 581 970 000.00,1.3800%,538 700 000.00,0.1100%,168 400 000.00,0.0400%,888 400 000.00,0.1900%
7 152 550 000.00,1.5600%,5 537 750 000.00,1.2000%,531 500 000.00,0.1200%,161 500 000.00,0.0400%,921 800 000.00,0.2000%
8 130 500 000.00,1.6200%,6 558 200 000.00,1.3100%,479 600 000.00,0.1000%,170 600 000.00,0.0300%,922 100 000.00,0.1800%
2 110 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 110 000.00,0.1300%
2 120 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 120 000.00,0.1300%
2 240 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 240 000.00,0.1300%
2 430 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 430 000.00,0.1300%
2 700 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 700 000.00,0.1400%
3 000 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,3 000 000.00,0.1300%
3 210 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,3 210 000.00,0.1400%
3 340 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,3 340 000.00,0.1400%
3 600 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,3 600 000.00,0.1400%
4 270 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,4 270 000.00,0.1500%
4 690 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,4 690 000.00,0.1600%
5 120 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,5 120 000.00,0.1600%
5 590 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,5 590 000.00,0.1700%
4 700 000.00,0.1400%,240 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%,4 470 000.00,0.1300%
5 990 000.00,0.1800%,2 810 000.00,0.0800%,0.00,0.0000%,0.00,0.0000%,3 180 000.00,0.1000%
4 630 000.00,0.1300%,1 540 000.00,0.0400%,0.00,0.0000%,0.00,0.0000%,3 090 000.00,0.0900%
5 860 000.00,0.1600%,2 640 000.00,0.0700%,0.00,0.0000%,0.00,0.0000%,3 220 000.00,0.0900%
5 450 000.00,0.1400%,1 970 000.00,0.0500%,0.00,0.0000%,0.00,0.0000%,3 480 000.00,0.0900%
5 090 000.00,0.1300%,1 520 000.00,0.0400%,0.00,0.0000%,0.00,0.0000%,3 570 000.00,0.0900%
5 260 000.00,0.1200%,1 250 000.00,0.0300%,0.00,0.0000%,0.00,0.0000%,4 010 000.00,0.0900%
5 170 000.00,0.1200%,1 020 000.00,0.0200%,0.00,0.0000%,0.00,0.0000%,4 150 000.00,0.0900%
960 000.00,0.0200%,870 000.00,0.0200%,0.00,0.0000%,0.00,0.0000%,90 000.00,0.0000%
5 440 000.00,0.1200%,830 000.00,0.0200%,0.00,0.0000%,0.00,0.0000%,4 620 000.00,0.1000%
6 500 000.00,0.1400%,1 610 000.00,0.0400%,0.00,0.0000%,0.00,0.0000%,4 890 000.00,0.1100%
5 790 000.00,0.1200%,520 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%,5 270 000.00,0.1100%
7 200 000.00,0.1700%,3 320 000.00,0.0800%,0.00,0.0000%,0.00,0.0000%,3 890 000.00,0.0900%
7 300 000.00,0.1500%,2 180 000.00,0.0400%,0.00,0.0000%,0.00,0.0000%,5 120 000.00,0.1000%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
1 597 610 000.00,1.2400%,582 000 000.00,0.4500%,50 000 000.00,0.0400%,0.00,0.0000%,965 610 000.00,0.7500%
1 779 020 000.00,1.2300%,845 000 000.00,0.5800%,70 000 000.00,0.0500%,0.00,0.0000%,864 020 000.00,0.6000%
2 271 000 000.00,1.4200%,819 000 000.00,0.5100%,92 000 000.00,0.0600%,0.00,0.0000%,1 360 000 000.00,0.8500%
2 750 230 000.00,1.6400%,1 047 000 000.00,0.6300%,97 000 000.00,0.0600%,0.00,0.0000%,1 606 230 000.00,0.9600%
2 321 120 000.00,1.3000%,697 000 000.00,0.3900%,97 000 000.00,0.0500%,0.00,0.0000%,1 527 120 000.00,0.8600%
1 244 000 000.00,0.7200%,293 000 000.00,0.1700%,59 000 000.00,0.0300%,0.00,0.0000%,892 000 000.00,0.5200%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
20 420 000.00,0.0600%,9 640 000.00,0.0300%,0.00,0.0000%,0.00,0.0000%,10 780 000.00,0.0300%
61 320 000.00,0.1600%,51 220 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,10 100 000.00,0.0300%
81 100 000.00,0.2000%,69 890 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%,11 210 000.00,0.0300%
270 320 000.00,0.5800%,258 680 000.00,0.5500%,0.00,0.0000%,0.00,0.0000%,11 640 000.00,0.0300%
279 730 000.00,0.5800%,268 250 000.00,0.5600%,0.00,0.0000%,0.00,0.0000%,11 490 000.00,0.0200%
1 402 440 000.00,2.7000%,1 387 410 000.00,2.6700%,0.00,0.0000%,0.00,0.0000%,15 030 000.00,0.0300%
1 314 230 000.00,2.4400%,1 299 860 000.00,2.4200%,0.00,0.0000%,0.00,0.0000%,14 360 000.00,0.0300%
1 328 040 000.00,2.3400%,1 311 700 000.00,2.3100%,0.00,0.0000%,0.00,0.0000%,16 330 000.00,0.0300%
1 107 130 000.00,1.7900%,1 087 210 000.00,1.7600%,0.00,0.0000%,0.00,0.0000%,19 910 000.00,0.0300%
1 174 730 000.00,1.6900%,1 146 880 000.00,1.6500%,0.00,0.0000%,0.00,0.0000%,27 850 000.00,0.0400%
1 909 940 000.00,2.4800%,1 878 290 000.00,2.4400%,0.00,0.0000%,0.00,0.0000%,31 650 000.00,0.0400%
2 028 780 000.00,2.2100%,1 988 340 000.00,2.1700%,0.00,0.0000%,0.00,0.0000%,40 440 000.00,0.0400%
2 376 910 000.00,2.3100%,2 344 360 000.00,2.2800%,0.00,0.0000%,0.00,0.0000%,32 550 000.00,0.0300%
2 552 710 000.00,2.1200%,2 521 310 000.00,2.0900%,0.00,0.0000%,0.00,0.0000%,31 400 000.00,0.0300%
2 265 160 000.00,1.8600%,2 227 410 000.00,1.8300%,0.00,0.0000%,0.00,0.0000%,37 750 000.00,0.0300%
2 238 660 000.00,1.6200%,2 191 420 000.00,1.5900%,0.00,0.0000%,0.00,0.0000%,47 230 000.00,0.0300%
2 484 370 000.00,1.5000%,2 432 230 000.00,1.4600%,0.00,0.0000%,0.00,0.0000%,52 150 000.00,0.0300%
2 498 690 000.00,1.3400%,2 447 970 000.00,1.3100%,0.00,0.0000%,0.00,0.0000%,50 720 000.00,0.0300%
2 849 880 000.00,1.3500%,2 778 540 000.00,1.3100%,0.00,0.0000%,0.00,0.0000%,71 340 000.00,0.0300%
3 008 170 000.00,1.3200%,2 918 330 000.00,1.2800%,0.00,0.0000%,0.00,0.0000%,89 840 000.00,0.0400%
3 098 060 000.00,1.3600%,2 995 740 000.00,1.3100%,0.00,0.0000%,0.00,0.0000%,102 320 000.00,0.0500%
3 449 510 000.00,1.4700%,3 333 280 000.00,1.4200%,0.00,0.0000%,0.00,0.0000%,116 230 000.00,0.0500%
3 310 020 000.00,1.2800%,3 187 870 000.00,1.2300%,0.00,0.0000%,0.00,0.0000%,122 150 000.00,0.0500%
3 306 710 000.00,1.1900%,3 178 770 000.00,1.1400%,0.00,0.0000%,0.00,0.0000%,127 940 000.00,0.0500%
2 634 630 000.00,0.9300%,2 504 410 000.00,0.8900%,0.00,0.0000%,0.00,0.0000%,130 220 000.00,0.0500%
2 503 370 000.00,0.9900%,2 461 700 000.00,0.9700%,0.00,0.0000%,0.00,0.0000%,41 670 000.00,0.0200%
2 463 670 000.00,0.8800%,2 433 530 000.00,0.8700%,0.00,0.0000%,0.00,0.0000%,30 140 000.00,0.0100%
366 371 000.00,0.2673%,108 992 000.00,0.0795%,0.00,0.0000%,0.00,0.0000%,257 379 000.00,0.1878%
386 101 000.00,0.2348%,107 399 000.00,0.0653%,0.00,0.0000%,0.00,0.0000%,278 702 000.00,0.1695%
505 957 000.00,0.3036%,126 406 000.00,0.0759%,0.00,0.0000%,0.00,0.0000%,379 551 000.00,0.2278%
51 930 103 409.86,0.8661%,3 271 182 044.47,0.0546%,819 547 635.18,0.0137%,15 600 276.04,0.0003%,47 823 773 454.17,0.7976%
56 280 245 812.18,0.8977%,6 001 239 003.25,0.0957%,965 275 446.34,0.0154%,14 808 317.65,0.0002%,49 298 923 044.94,0.7864%
57 973 436 261.19,0.8803%,5 821 367 778.67,0.0884%,1 071 184 707.38,0.0163%,14 676 586.78,0.0002%,51 066 207 188.36,0.7754%
59 926 982 421.70,0.8556%,3 928 130 589.17,0.0561%,1 115 976 397.26,0.0159%,15 553 973.93,0.0002%,54 867 321 461.34,0.7834%
60 000 543 528.68,0.8120%,2 775 674 653.00,0.0376%,1 129 722 884.43,0.0153%,14 039 050.24,0.0002%,56 081 106 941.01,0.7590%
60 031 324 067.88,0.7889%,1 985 591 912.39,0.0261%,1 089 375 371.92,0.0143%,13 979 504.63,0.0002%,56 942 377 278.94,0.7483%
15 330 000.00,1.2000%,13 860 000.00,1.0900%,0.00,0.0000%,60 000.00,0.0000%,1 420 000.00,0.1100%
17 810 000.00,0.8100%,15 730 000.00,0.7200%,0.00,0.0000%,140 000.00,0.0100%,1 940 000.00,0.0900%
219 420 000.00,1.1500%,215 890 000.00,1.1300%,0.00,0.0000%,320 000.00,0.0000%,3 210 000.00,0.0200%
508 610 000.00,1.9200%,483 660 000.00,1.8300%,0.00,0.0000%,1 050 000.00,0.0000%,23 900 000.00,0.0900%
584 250 000.00,2.3300%,544 020 000.00,2.1700%,0.00,0.0000%,1 560 000.00,0.0100%,38 670 000.00,0.1500%
727 090 000.00,2.5900%,680 720 000.00,2.4200%,0.00,0.0000%,1 480 000.00,0.0100%,44 890 000.00,0.1600%
768 570 000.00,2.4800%,721 720 000.00,2.3300%,370 000.00,0.0000%,1 490 000.00,0.0100%,45 000 000.00,0.1400%
803 960 000.00,2.3600%,713 130 000.00,2.0900%,31 230 000.00,0.0900%,760 000.00,0.0000%,58 840 000.00,0.1700%
1 026 210 000.00,2.8000%,896 460 000.00,2.4500%,47 440 000.00,0.1300%,4 920 000.00,0.0100%,77 400 000.00,0.2100%
1 237 230 000.00,3.0000%,1 081 560 000.00,2.6300%,45 350 000.00,0.1100%,27 500 000.00,0.0700%,82 810 000.00,0.2000%
1 403 360 000.00,2.9900%,1 229 750 000.00,2.6200%,40 710 000.00,0.0900%,25 990 000.00,0.0600%,106 910 000.00,0.2300%
1 493 210 000.00,2.7900%,1 290 470 000.00,2.4100%,29 010 000.00,0.0500%,33 070 000.00,0.0600%,140 660 000.00,0.2600%
2 026 540 000.00,3.1900%,1 801 630 000.00,2.8400%,18 930 000.00,0.0300%,30 470 000.00,0.0500%,175 520 000.00,0.2800%
2 389 510 000.00,3.2800%,2 073 040 000.00,2.8500%,39 460 000.00,0.0500%,53 220 000.00,0.0700%,223 790 000.00,0.3100%
2 078 810 000.00,2.8400%,1 825 930 000.00,2.5000%,19 370 000.00,0.0300%,35 320 000.00,0.0500%,198 190 000.00,0.2700%
2 056 640 000.00,2.7500%,1 812 620 000.00,2.4200%,7 990 000.00,0.0100%,48 630 000.00,0.0700%,187 400 000.00,0.2500%
2 166 350 000.00,2.6700%,1 922 060 000.00,2.3700%,5 000 000.00,0.0100%,63 420 000.00,0.0800%,175 870 000.00,0.2200%
2 189 220 000.00,2.6500%,1 946 310 000.00,2.3600%,2 350 000.00,0.0000%,37 180 000.00,0.0500%,203 390 000.00,0.2500%
2 340 590 000.00,2.8500%,2 062 590 000.00,2.5100%,3 210 000.00,0.0000%,59 060 000.00,0.0700%,215 730 000.00,0.2600%
2 386 670 000.00,2.8400%,2 090 080 000.00,2.4800%,3 160 000.00,0.0000%,56 730 000.00,0.0700%,236 700 000.00,0.2800%
2 644 850 000.00,2.9500%,2 331 850 000.00,2.6000%,2 500 000.00,0.0000%,57 410 000.00,0.0600%,253 090 000.00,0.2800%
2 848 160 000.00,2.9900%,2 478 740 000.00,2.6000%,3 230 000.00,0.0000%,60 700 000.00,0.0600%,305 490 000.00,0.3200%
2 873 490 000.00,2.8000%,2 505 920 000.00,2.4400%,3 760 000.00,0.0000%,56 650 000.00,0.0600%,307 170 000.00,0.3000%
2 875 780 000.00,2.6200%,2 472 660 000.00,2.2500%,4 720 000.00,0.0000%,57 740 000.00,0.0500%,340 660 000.00,0.3100%
3 596 870 000.00,2.9900%,3 182 000 000.00,2.6400%,3 990 000.00,0.0000%,57 850 000.00,0.0500%,353 030 000.00,0.2900%
3 636 060 000.00,3.0300%,3 211 590 000.00,2.6800%,3 200 000.00,0.0000%,48 780 000.00,0.0400%,372 500 000.00,0.3100%
3 869 930 000.00,2.9200%,3 410 880 000.00,2.5700%,3 860 000.00,0.0000%,49 040 000.00,0.0400%,406 150 000.00,0.3100%
66 028 650 855.00,0.9439%,63 608 413 620.00,0.9093%,0.00,0.0000%,1 501 562 389.00,0.0215%,918 674 846.00,0.0131%
74 294 616 746.00,0.9779%,71 818 358 665.00,0.9453%,0.00,0.0000%,1 482 186 890.00,0.0195%,994 071 191.00,0.0131%
92 669 657 819.00,1.1255%,90 167 233 855.00,1.0951%,0.00,0.0000%,1 416 028 070.00,0.0172%,1 086 395 894.00,0.0132%
102 869 171 840.00,1.1656%,100 037 858 279.00,1.1335%,0.00,0.0000%,1 353 759 975.00,0.0153%,1 477 553 586.00,0.0167%
106 400 230 044.00,1.1224%,102 917 991 313.00,1.0857%,550 139 853.00,0.0058%,1 026 555 166.00,0.0108%,1 905 543 712.00,0.0201%
110 191 805 387.00,1.0675%,106 862 700 575.00,1.0353%,513 410 078.00,0.0050%,944 010 645.00,0.0091%,1 871 684 089.00,0.0181%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
125 530 000.00,0.1600%,0.00,0.0000%,125 530 000.00,0.1600%,0.00,0.0000%,0.00,0.0000%
61 790 000.00,0.0800%,0.00,0.0000%,61 790 000.00,0.0800%,0.00,0.0000%,0.00,0.0000%
113 080 000.00,0.1300%,0.00,0.0000%,113 080 000.00,0.1300%,0.00,0.0000%,0.00,0.0000%
83 260 000.00,0.0900%,0.00,0.0000%,83 260 000.00,0.0900%,0.00,0.0000%,0.00,0.0000%
114 980 000.00,0.1100%,0.00,0.0000%,114 980 000.00,0.1100%,0.00,0.0000%,0.00,0.0000%
191 820 000.00,0.1900%,0.00,0.0000%,191 820 000.00,0.1900%,0.00,0.0000%,0.00,0.0000%
218 050 000.00,0.2000%,0.00,0.0000%,218 050 000.00,0.2000%,0.00,0.0000%,0.00,0.0000%
215 620 000.00,0.1800%,0.00,0.0000%,215 620 000.00,0.1800%,0.00,0.0000%,0.00,0.0000%
221 700 000.00,0.1700%,0.00,0.0000%,221 700 000.00,0.1700%,0.00,0.0000%,0.00,0.0000%
187 100 000.00,0.1400%,0.00,0.0000%,187 100 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%
267 190 000.00,0.1900%,0.00,0.0000%,267 190 000.00,0.1900%,0.00,0.0000%,0.00,0.0000%
530 660 000.00,0.3600%,0.00,0.0000%,530 660 000.00,0.3600%,0.00,0.0000%,0.00,0.0000%
542 600 000.00,0.3600%,0.00,0.0000%,542 600 000.00,0.3600%,0.00,0.0000%,0.00,0.0000%
570 880 000.00,0.3700%,0.00,0.0000%,570 880 000.00,0.3700%,0.00,0.0000%,0.00,0.0000%
558 410 000.00,0.3600%,0.00,0.0000%,558 410 000.00,0.3600%,0.00,0.0000%,0.00,0.0000%
595 100 000.00,0.3800%,0.00,0.0000%,595 100 000.00,0.3800%,0.00,0.0000%,0.00,0.0000%
677 820 000.00,0.4100%,0.00,0.0000%,677 820 000.00,0.4100%,0.00,0.0000%,0.00,0.0000%
684 180 000.00,0.4000%,0.00,0.0000%,684 180 000.00,0.4000%,0.00,0.0000%,0.00,0.0000%
716 750 000.00,0.3900%,0.00,0.0000%,716 750 000.00,0.3900%,0.00,0.0000%,0.00,0.0000%
738 680 000.00,0.3800%,0.00,0.0000%,738 680 000.00,0.3800%,0.00,0.0000%,0.00,0.0000%
592 770 000.00,0.3600%,0.00,0.0000%,592 770 000.00,0.3600%,0.00,0.0000%,0.00,0.0000%
nan,nan%,0.00,0.0000%,nan,nan%,0.00,0.0000%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
943 155 000 000.00,2.1900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,943 155 000 000.00,2.1900%
1 032 930 000 000.00,2.1900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 032 930 000 000.00,2.1900%
1 008 213 000 000.00,1.9400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 008 213 000 000.00,1.9400%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
39 600 000 000.00,0.7300%,36 700 000 000.00,0.6800%,0.00,0.0000%,0.00,0.0000%,2 900 000 000.00,0.0500%
58 800 000 000.00,1.0400%,56 700 000 000.00,1.0000%,0.00,0.0000%,0.00,0.0000%,2 100 000 000.00,0.0400%
58 700 000 000.00,0.9300%,57 000 000 000.00,0.9100%,0.00,0.0000%,0.00,0.0000%,1 700 000 000.00,0.0300%
62 800 000 000.00,0.9400%,61 100 000 000.00,0.9200%,0.00,0.0000%,0.00,0.0000%,1 700 000 000.00,0.0300%
63 700 000 000.00,0.9000%,62 000 000 000.00,0.8700%,0.00,0.0000%,0.00,0.0000%,1 700 000 000.00,0.0200%
58 300 000 000.00,0.7800%,55 600 000 000.00,0.7400%,142 970 000.00,0.0000%,0.00,0.0000%,2 700 000 000.00,0.0400%
69 600 000 000.00,0.8700%,67 000 000 000.00,0.8400%,142 970 000.00,0.0000%,0.00,0.0000%,2 600 000 000.00,0.0300%
69 400 000 000.00,0.8100%,68 200 000 000.00,0.7900%,142 970 000.00,0.0000%,0.00,0.0000%,1 200 000 000.00,0.0100%
71 542 970 000.00,0.7700%,67 400 000 000.00,0.7300%,142 970 000.00,0.0000%,0.00,0.0000%,4 000 000 000.00,0.0400%
78 486 820 000.00,0.7900%,74 115 520 000.00,0.7500%,73 540 000.00,0.0000%,0.00,0.0000%,4 297 760 000.00,0.0400%
76 315 880 000.00,0.7400%,69 345 410 000.00,0.6700%,81 930 000.00,0.0000%,0.00,0.0000%,6 888 540 000.00,0.0700%
80 268 780 000.00,0.7400%,73 913 880 000.00,0.6800%,72 840 000.00,0.0000%,0.00,0.0000%,6 282 060 000.00,0.0600%
79 655 510 000.00,0.7000%,73 355 110 000.00,0.6400%,29 820 000.00,0.0000%,0.00,0.0000%,6 270 580 000.00,0.0600%
77 869 750 000.00,0.6300%,71 450 650 000.00,0.5800%,32 310 000.00,0.0000%,0.00,0.0000%,6 386 800 000.00,0.0500%
85 359 850 000.00,0.6500%,78 019 330 000.00,0.5900%,49 530 000.00,0.0000%,0.00,0.0000%,7 290 990 000.00,0.0600%
90 767 930 000.00,0.6700%,82 961 630 000.00,0.6100%,32 450 000.00,0.0000%,0.00,0.0000%,7 773 860 000.00,0.0600%
92 154 920 000.00,0.6400%,84 580 420 000.00,0.5900%,95 740 000.00,0.0000%,0.00,0.0000%,7 478 750 000.00,0.0500%
105 186 780 000.00,0.6800%,97 422 840 000.00,0.6300%,95 740 000.00,0.0000%,0.00,0.0000%,7 668 200 000.00,0.0500%
118 231 270 000.00,0.7100%,109 597 700 000.00,0.6600%,287 000 000.00,0.0000%,0.00,0.0000%,8 346 570 000.00,0.0500%
128 905 000 000.00,0.7200%,118 515 000 000.00,0.6600%,586 000 000.00,0.0000%,0.00,0.0000%,9 804 000 000.00,0.0600%
113 915 600 000.00,0.6000%,103 772 700 000.00,0.5500%,391 100 000.00,0.0000%,0.00,0.0000%,9 751 800 000.00,0.0500%
116 209 400 000.00,0.5800%,105 579 060 000.00,0.5300%,376 080 000.00,0.0000%,0.00,0.0000%,10 254 260 000.00,0.0500%
132 449 850 000.00,0.6300%,122 036 000 000.00,0.5800%,577 000 000.00,0.0000%,0.00,0.0000%,9 836 840 000.00,0.0500%
137 241 540 000.00,0.6200%,127 455 830 000.00,0.5700%,75 600 000.00,0.0000%,0.00,0.0000%,9 710 110 000.00,0.0400%
138 869 280 000.00,0.6000%,128 708 760 000.00,0.5500%,301 450 000.00,0.0000%,0.00,0.0000%,9 859 070 000.00,0.0400%
145 115 850 000.00,0.6200%,135 651 700 000.00,0.5800%,46 430 000.00,0.0000%,0.00,0.0000%,9 417 720 000.00,0.0400%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
23 828 370 000.00,1.1971%,17 617 700 000.00,0.8851%,586 400 000.00,0.0295%,835 000 000.00,0.0420%,4 789 270 000.00,0.2406%
24 011 300 000.00,1.1854%,17 638 400 000.00,0.8708%,600 400 000.00,0.0296%,724 700 000.00,0.0358%,5 047 800 000.00,0.2492%
28 482 697 775.00,1.3306%,21 715 200 000.00,1.0144%,625 687 775.00,0.0292%,765 200 000.00,0.0357%,5 376 610 000.00,0.2512%
27 733 620 000.00,1.2405%,20 718 900 000.00,0.9267%,621 300 000.00,0.0278%,854 800 000.00,0.0382%,5 538 620 000.00,0.2477%
27 887 614 041.21,1.2054%,20 932 701 513.74,0.9048%,546 748 508.39,0.0236%,869 820 952.90,0.0376%,5 538 343 066.18,0.2394%
